id,text,Fuente,es_gracioso_p1,es_gracioso_p2,es_gracioso_p3,Es_gracioso,nivel_gracia_p1,nivel_gracia_p2,nivel_gracia_p3
187,"—Profe, estoy dispuesta a hacer lo que sea para pasar la materia. 
—¿Lo qué sea? 
—Sí. ¡lo que sea! 
—Pues, ponte a estudiar PUTA.",Dataset_existente,1,1,1,1,1,1,5
188,"— Abuelo, ¿Que haces de pie tanto tiempo en la cocina?

— El médico me dijo que tengo que cuidar el azúcar.",Dataset_existente,1,0,1,1,1,0,3
189,"Un borracho llega a su casa y la mujer furiosa dice: sinvergüenza, ud no se cansa de tomar,y el borracho le responde: es que yo tomo sentado",Dataset_existente,1,0,1,1,2,0,2
190,"—¿Se considera una persona que se sorprende con facilidad?
—¡WOOOW! Esa es la mejor pregunta que me han hecho en toda mi vida.",Dataset_existente,1,1,1,1,2,4,3
191,"—Lo siento, debo terminar con esto, ya le hemos dado muchas vueltas. —¡NO POR FAVOR! —Si, ya bájese del carrusel, señor.",Dataset_existente,1,1,0,1,3,1,0
192,"-Tengo un amigo que cada vez que va a una fiesta se vuelve con unas copas de más.
-¿Es alcohólico?
-No, es cleptó...",Dataset_existente,1,1,0,1,2,3,0
193,En mi casa solo hay un brasier para todos. Es el sostén de la familia.,Dataset_existente,1,1,1,1,2,1,3
194,"— ¿Cómo te llamas?

— Gelmy, como mi mamá.

— Pero ella se llama Socorro.

— Es en inglés.

GRACIAS POR SUS LIKES",Dataset_existente,1,0,1,1,3,0,2
195,"Mi primo empezó natación. 
Hace poco y nada",Dataset_existente,1,1,1,1,1,3,5
196,"Doctor ¿Estoy gorda? -Claro que no. No seas exagerada. A ver, saca la lengua y di ""muuuuuuu"".",Dataset_existente,1,1,1,1,4,3,4
197,"--Bienvenido,Chespirito.
--¿Tu eres Dior?
--Soy Dios
--¿y yo que dije?
--Dior
--¿Y como es?
--Dios.
--¿y yo qué dije?
--ya pásale,Chavito
:/",Dataset_existente,1,1,1,1,2,2,2
198,Mi esposa y yo fuimos felices durante 20 años. Después nos conocimos.,Dataset_existente,1,1,1,1,2,3,2
199,"-Cariño, ¿crees que me he maquillado demasiado? -Depende, ¿vas a salir a matar a Batman?",Dataset_existente,1,1,1,1,3,2,2
200,"-Pepito, ¿cómo mató David a Goliat? -Con una moto, maestra -Fue con una honda -Ah, no sabía que quería la marca",Dataset_existente,1,1,0,1,4,4,0
201,Hay una gran diferencia entre conocimiento y sabiduría. Conocimiento es algo que buscas en Google. La sabiduría viene de googlear por años.,Dataset_existente,1,1,1,1,5,2,1
202,1er acto: hombre ahoga al tigre Toño 2do: mata al elefante Melvin 3ro: ahorca al conejo Trix... nombre la obra: Asesino cereal #fb,Dataset_existente,1,1,1,1,2,2,5
203,"—Ya llegué mamá.
—¿Ya viste la hora que es? ¿Dónde andabas?
—En la casa de Noé.
—¿Cuál NOE?
—Noé de tu incumbencia.",Dataset_existente,0,1,1,1,0,1,1
204,"-Doctor, ¿se acuerda de mí? Usted me operó y me curó del dedo -Claro que me acuerdo ¡Vengan esos cuatro!",Dataset_existente,1,1,1,1,1,2,2
205,"-¿Cual es su peor defecto?
-Que me inmiscuyo en conversaciones ajenas...
-¡Le estoy preguntando a Carlos!
-Ah... ...",Dataset_existente,0,1,1,1,0,3,2
206,"— ¿Cómo se declara el acusado?
— Con flores, chocolates y osos de peluche, señor juez.
— Yo así no puedo, suelten a este romántico",Dataset_existente,1,1,0,1,4,4,0
207,Las fiestas en los manicomios son de tener música variada porque cada loco con su tema.,Dataset_existente,1,1,1,1,2,3,3
208,—Papá ¿Por qué el perro se llama José Luis? —Porque es uno más de la familia —¿Lo quieres más que a mí cierto? —No digas tonterías Firulais.,Dataset_existente,1,1,1,1,1,1,5
209,"Hoy se cumple 1 mes desde que me inscribí al gym y aún no veo resultados. Si esto sigue así, tendré que empezar a ir",Dataset_existente,0,1,1,1,0,3,3
210,"—Si eres indeciso, levanta la mano. —¿La derecha o la izquierda?",Dataset_existente,1,1,0,1,2,3,0
211,"- Capitán, ¿puedo desembarcar por la izquierda?
- Se dice por babor.
- Por babor capitán, ¿puedo desembarcar por la izquierda?",Dataset_existente,1,1,0,1,3,1,0
212,"—Oye, ¿mañana haces todos tus exámenes?
—Sí.
—Suerte.
—La suerte es para los mediocres, el éxito es para los triunfadores.
—Por eso, suerte.",Dataset_existente,0,1,1,1,0,1,3
213,"- Mamá, mamá... ¿Hay GElatina? — No mi hija, hay I latina e Y Griega.",Dataset_existente,0,1,1,1,0,1,1
214,"—A veces me siento como una paloma... —¿Libre? ¿Independiente? ¿Símbolo de paz? —No, siempre la cago en todo",Dataset_existente,1,1,1,1,1,2,3
215,"a un borracho lo para la poli y le muestra el alcolimetro q pone 3,45 y el borracho dice:las cuatro menos cuarto¡ mi mujer me mata¡ #chistes",Dataset_existente,1,0,1,1,2,0,2
216,"—No me quieres porque soy daltónico, verdad Celeste?

—¡QUE ME LLAMO VIOLETA PENDEJO!",Dataset_existente,1,1,1,1,3,4,1
217,"UN #CLASICO: Un niño de le dice llorando a su mama:
- Mama me picó una serpiente!
- Cobra!?
- No, fue gratis #chistes RT",Dataset_existente,1,1,1,1,2,2,3
218,"-Pa, ¿qué es ser un hombre? 
- Es ser el que toma decisiones, el que manda.
- Ahh, un día quiero ser un hombre,  como mi mamá.",Dataset_existente,0,1,1,1,0,2,2
219,"- Qué gordas y feas son tus hijas
- ¡¡¿Cómo osas?!!
- Exacto",Dataset_existente,0,1,1,1,0,3,4
220,"Mi hermanito tiró al suelo mi iPhone 7 y lo rayó, así que lo regalo!
Avisen si alguien lo quiere, tiene 4 años, se llama Matias.",Dataset_existente,0,1,1,1,0,2,4
221,"Quería darte una buena impresión, pero se me acabó la tinta.",Dataset_existente,0,1,1,1,0,2,3
222,"– ¡¡LAS REGLAS SE HICIERON PARA ROMPERSE!!

—Abuelo, por favor nos van a sacar de la papelería.",Dataset_existente,1,1,1,1,2,2,4
223,"En el barrio me tratan como un objeto sexual. 
Cuando me ven, me gritan, Chau Forro!!",Dataset_existente,1,1,1,1,2,2,4
224,"-Papá, ¿los hombres van al infierno? -Los solteros al morir, pero los casados lo pagamos por adelantado...",Dataset_existente,1,1,1,1,4,3,5
225,"""Este programa posee contenido adulto""

-Dolores de espalda.
-Resúmen de la tarjeta.
-Ollas antiadherentes.
-Finales.",Dataset_existente,1,1,1,1,2,2,3
226,"Tutorial para abdominales:

Acuéstate y pon las manos detrás de tu cabeza, ¡Vaya que gran posición para una siesta! Mejor toma una siesta.",Dataset_existente,1,1,1,1,3,1,2
227,"Me enamoré de un indio.
Fue un flechazo.",Dataset_existente,1,1,1,1,1,2,3
228,"-¡UN OVNI!  -¡Rápido, agarra la peor cámara que tengamos y graba como si tuvieras parkinson!",Dataset_existente,1,1,1,1,2,4,5
229,"-Oiga sr. banquero, ¿aquí hacen préstamos familiares? -Sí -¿No me podría prestar a su hermana? #fb",Dataset_existente,1,1,1,1,3,3,5
230,"—Yo traje incienso. —Yo traje mirra. —Yo traje oro... —NO MAMES BALTASAR, QUEDAMOS QUE NO PASARA DE CIEN PESOS.",Dataset_existente,1,1,1,1,1,2,4
231,"—¿El celular o la vida? —La vida, que casi no la uso.",Dataset_existente,1,1,1,1,2,3,2
232,"Me ofrecieron dinero a cambio de promocionar un producto en esta cuenta, pero mi dignidad es fuerte cómo Axión®, el verdadero arranca grasa.",Dataset_existente,1,1,1,1,4,3,1
233,"—¿Mamá, mamá, por qué yo soy blanca, tu negra y papá chino? —Hijo... con la borrachera de aquel día, de milagro no ladras...",Dataset_existente,1,0,1,1,5,0,1
234,"Peleas de pareja.

Antes:

—Me fuiste infiel, ya no te quiero.

Ahora:

—¿VISTE MEDIA TEMPORADA DE LA SERIE SIN MÍ? ¡¡TE ODIOO!!",Dataset_existente,1,0,1,1,2,0,4
235,"- doctor, cuando me tomo un cafe me duele el ojo.
- Ha probado usted a apartar la cucharilla ?",Dataset_existente,1,1,1,1,3,2,1
236,"-Definite en tres palabras
-Vago",Dataset_existente,1,1,1,1,1,2,2
237,"—¿Nombre?
—David.
—¿Tavid?
—No, David, con 'D' de Dinamarca.
—Bienvenido David, Conde de Dinamarca.",Dataset_existente,1,1,1,1,3,3,2
238,"Un borracho sube a un bus y se topa con un cura: -Vas directo al infierno! -Mierda, me volví a equivocar de bus! #fb",Dataset_existente,0,1,1,1,0,2,4
239,"(Viernes)
– Ramirez: Gracias a todos, aprendí mucho y me llevo muchas cosas de esta empresa.
 (Lunes)
– Ramírez se robó la cafetera.",Dataset_existente,1,1,1,1,2,1,2
240,"- Señor cura, ¿aquí apartan las mujeres del mal?
- Si, hijo mío.
- Pues apárteme dos para el sábado por la noche....",Dataset_existente,1,1,1,1,2,1,4
241,"Dos viejitos conversando:
- ¿Prefieres el sexo o la Navidad?
- ¡Sexo, claro! Navidad hay todos los años.
#Chistes...",Dataset_existente,0,1,1,1,0,2,3
242,"—¿Tiene tarjetas de San Valentín que digan: ""para mi único y verdadero amor""?
—Sí, claro
—Ok, déme diez por favor.",Dataset_existente,1,1,1,1,1,2,3
243,"Eyaculador precoz busca mujer para... no, ya está, no importa.",Dataset_existente,1,1,1,1,3,4,4
244,Después de estacionarse la mujer pregunta al marido: -¿Quedé muy separada de la banqueta? -¿De cuál de las dos?,Dataset_existente,1,1,0,1,5,4,0
245,"-He ido al médico y me ha quitado el whisky, el tabaco y las drogas -Pero bueno, ¿tú vienes del médico o de la aduana?",Dataset_existente,0,1,1,1,0,2,2
246,"Cual es la Barbie que sabe hacer parriladas?
- La Barbi quiu.. #CHISTES",Dataset_existente,0,1,1,1,0,3,3
247,"Si tienes un amigo que vale oro, no pierdas el tiempo: véndelo.",Dataset_existente,1,1,0,1,2,1,0
248,"RT @_RicardoJorge: Almirante quince fragatas aproximándose! - ¿Una flota?- ¡No, flotan todas!  jajjaja #huesisisimo",Dataset_existente,0,1,1,1,0,2,3
249,"—Hola, soy un paracaidista, paraguayo, parapléjico, paraolímpico, y vengo para pedir la mano de su hija
—¿¡PARA QUÉ!?
—Ay, no jodas señor...",Dataset_existente,1,0,1,1,2,0,3
250,"Un chico le dio 12 rosas a su novia y le dijo: ""te dejaré de amar cuando todas mueran"".

Murieron a la semana, pero ya se la había cogido.",Dataset_existente,1,0,1,1,2,0,3
251,"- Cariño, ya acosté al niño y está la cena en el horno.
- Pero si en la cama hay un pollo...

- ¡¡¡Apaga el horno!!! ¡¡¡APAGA EL HORNO!!!",Dataset_existente,0,1,1,1,0,3,3
252,"— Hola, bienvenido a McDonald's, ¿Qué desea?
— ¿Qué recomienda?
— La nueva McArena
— ¿Qué lleva?
— Alegría y cosa buena.",Dataset_existente,0,1,1,1,0,5,4
253,"¿Tiene libros para el cansancio? Sí, pero están agotados... #fb",Dataset_existente,0,1,1,1,0,3,3
254,"—¿Trajiste la tarea?
—No, mi perro formateó el disco duro.",Dataset_existente,1,0,1,1,4,0,3
255,"Jaimito llega corriendo:
- Mamá, mamá... llegó el lechero, ¿tenés dinero para pagarle o tengo que ir a jugar afue...",Dataset_existente,1,1,1,1,2,2,3
256,"Era tan fea que cuando pasaba por una construcción, los albañiles se ponían a trabajar..",Dataset_existente,0,1,1,1,0,2,3
257,"—Abuela, soy drogadicto. —No pasa nada. —He matado a un hombre. —Ya se olvidará. —No he comido —¿¡QUE NO HAS COMIDO!? Siéntate.",Dataset_existente,1,1,1,1,1,3,1
258,"— Hijo, traes los ojos muy rojos.
— ¡FUMÉ MARIHUANA MAMÁ, LO ACEPTO! ¡SOY DROGADICTO!
— A mi no engañas pendejo, estabas Viendo el titanic.",Dataset_existente,1,0,1,1,2,0,4
259,Iba a hacer 50 lagartijas en 1 minuto pero dibujo muy lento :/,Dataset_existente,1,1,1,1,3,1,4
260,"— Dime con quién andas y te diré quién eres. — Ando con tu hermana! — Ah, entonces eres mi cuñado!",Dataset_existente,1,1,1,1,5,4,3
261,Engañé a mi novia y cuando fui a disculparme me cerró la puerta en la cara. Pero logré abrirla porque sé inglés. Y el inglés abre puertas.,Dataset_existente,1,1,1,1,3,3,3
262,"-Dr, mi esposa ha perdido la voz, qué puedo hacer para que le regrese? -Llegue a casa a las tres de la mañana y verá!",Dataset_existente,1,1,0,1,3,3,0
263,"Sí pones el GPS en voz femenina y no le obedeces, empieza a reclamarte, a gritarte y si no haces caso, te amenaza con bajarse a media calle.",Dataset_existente,1,0,1,1,3,0,3
264,"Esperar tus buenos días, es como pedir una whopper en un McDonalds, no se puede.",Dataset_existente,1,1,1,1,2,1,2
265,"Ese momento incómodo en el que tienes que dar tu correo que hiciste a los 11 años:
gokupokemondrakeyjosh1995@hotmail.com",Dataset_existente,1,1,0,1,4,3,0
266,"“Lo importante es participar”

—Yo, saliendo del examen.",Dataset_existente,1,0,1,1,2,0,1
267,"Recursivo: Adj, vease recursivo.",Dataset_existente,1,1,1,1,1,2,3
268,"En mi libro ""como terminar lo que se empieza"" hablo de",Dataset_existente,1,0,1,1,5,0,3
269,"¿Cuál es el colmo de la paciencia? 
Sacarse un moco con un guante de box.",Dataset_existente,1,1,1,1,3,2,5
270,Estás solo en casa: Música alta Comida Películas Conciertos para tus mascotas Hasta que te acuerdas de los fantasmas,Dataset_existente,0,1,1,1,0,1,2
271,"Me emputa esas personas que siempre platican usando refranes. Prefiero alejarme de ellos, porque el que con lobos anda, a aullar se enseña.",Dataset_existente,1,1,1,1,1,3,3
272,"Que salga tu nombre en un ejercicio de matemáticas y que todos te volteen a ver.

SÍ, PENDEJOS, YO COMPRÉ 120 SANDÍAS.",Dataset_existente,1,1,1,1,2,2,2
273,Teníamos una farmacia pero la cerramos porque no teníamos mas remedio. #fb,Dataset_existente,1,1,1,1,2,5,2
274,Ojalá todo fuera tan fácil como engordar...,Dataset_existente,1,1,1,1,2,3,3
275,Queridas matemáticas ya es tiempo de que maduren y resuelvan sus propios problemas.,Dataset_existente,1,1,1,1,2,3,3
276,"Top cosas que ella quiere: 

1) Mmm.
2) Ahhh.
3) Mmm.",Dataset_existente,1,0,1,1,2,0,3
277,"—Hablo con los muertos. 
—¿Eres médium?
—No, forense. Pero estoy muy solo.",Dataset_existente,1,1,1,1,2,3,1
278,"Los chicos de hoy tienen todo lo que sus padres no tuvieron de jóvenes: úlcera, estress, hipertensión...",Dataset_existente,1,0,1,1,1,0,3
279,"TÍPICO: Dice ""Abre Facil"" y termine usando cuchillo, alicate, pistola, espada láser y machete!",Dataset_existente,1,1,1,1,3,3,2
280,"1 tipo manda a lavar la ropa y en escribio una nota que decia: Usen mas jabon en la ropa interior, y le respondieron: limpiese bien el culo.",Dataset_existente,1,1,0,1,5,4,0
281,"_ Papá, por qué me llamo siguiente?
- Para que jamás en la vida tengas que hacer colas",Dataset_existente,1,0,1,1,2,0,5
282,"La mentira más grande que he dicho: ""No es necesario anotarlo, lo voy a recordar"".",Dataset_existente,1,1,0,1,2,3,0
283,"La frase ""Lo que importa es lo de adentro"" sólo aplica si estás hablando de tu refrigerador, y siempre y cuando esté lleno.",Dataset_existente,1,1,0,1,2,2,0
284,"Amigos son los que van a tú casa solo por la comida, no por vos.",Dataset_existente,1,0,1,1,4,0,1
285,"“No le hubiera hablado” 

—Yo después de hablarle.",Dataset_existente,1,1,0,1,2,3,0
286,¿Donde encuentras un perro sin piernas? Exactamente donde lo dejaste!,Dataset_existente,1,1,1,1,3,3,4
287,"—¡SÍ! ¡AHOGUEN A ESE HIJO DE SU MADRE! 
—¡Cállate abuelita! Estamos en un bautizo.",Dataset_existente,1,0,1,1,2,0,3
288,"-En su curriculum dice que es usted mentiroso compulsivo.
-Y Emperador de Roma.
-Entiendo.",Dataset_existente,1,1,1,1,5,3,3
289,"No existe mayor contradicción en esta vida que ""Feliz lunes"".",Dataset_existente,0,1,1,1,0,1,2
290,"—Te quedó muy rico el arroz con pollo, ¿tienes algún secreto?

—Sí, tengo 3 abortos.

—No Xiomara, del arroz con pollo.

—Ah no, ninguno🤔.",Dataset_existente,0,1,1,1,0,3,2
291,Típico : Empezar a hacer la tarea y de la nada aparecer frente a la computadora.,Dataset_existente,0,1,1,1,0,2,3
292,"La gente que habla todo el tiempo de futbol si no es pelotuda le
pega en el palo",Dataset_existente,1,1,1,1,3,2,2
293,"Idea Millonaria: Poner un ""Vale otro"" en las tapitas de Fernet.",Dataset_existente,0,1,1,1,0,1,4
294,"-Por fin después de 6 años logré que mi novio me hable de matrimonio.
 -¿Y qué te dijo?
 -¡Que tiene esposa y 3 hijos!",Dataset_existente,1,0,1,1,4,0,3
295,Nuestro amor era tan grande que hizo sus maletas y se fue de casa.,Dataset_existente,1,0,1,1,3,0,4
296,"—Hola muñeca.

—Hola tobillo.",Dataset_existente,1,0,1,1,4,0,1
297,El peor trabajo del mundo es tener un puesto de frutas en las películas de acción.,Dataset_existente,1,0,1,1,3,0,1
298,"Detrás de un ""Yo te aviso"" existe un ""No voy a ir"".",Dataset_existente,1,0,1,1,3,0,4
299,BANQUERO: Es un tipo que te presta su paraguas cuando hay un sol radiante y te lo reclama cuando empieza a llover  #chistes,Dataset_existente,1,1,1,1,2,2,3
300,Típico: Llegar a tu casa y automáticamente vestirte como indigente.,Dataset_existente,1,1,0,1,2,2,0
301,Increíble como todos los jugadores agreden con el tobillo el pie de Arbeloa.,Dataset_existente,0,1,1,1,0,4,1
302,"#SoyTanRománticoQue cuando te mando a la chingada, quiero irme contigo.",Dataset_existente,1,1,1,1,1,3,4
303,En noches como esta salgo a mirar a las nubes con la esperanza de que Mufasa aparezca y me diga qué hacer con mi vida.,Dataset_existente,0,1,1,1,0,4,2
304,Sabes que fracasaste como hijo cuando te das cuenta que tus padres tienen al perro como foto de perfil en su WhatsApp.,Dataset_existente,1,1,1,1,2,3,3
305,"#Chiste Hola preciosa, ¿me das tu teléfono? 
-¡Guacala, obvio no, piérdete! 
-Te estoy asaltando, pendeja,  #chistes RT",Dataset_existente,1,1,1,1,1,4,3
306,"—Hola, vengo a que me haga un tatuaje que diga; ""pero mira como beben los peces en el río"" .
—¿En donde? 
—En el río pendejo, pon atención",Dataset_existente,1,1,0,1,2,2,0
307,"¿Cursi yo? ¿Cursi YOO? Cursi el viento..!! ..que acaricia tu cabello, impregnándome de tu aroma, y el dulce terciopelo...",Dataset_existente,1,1,1,1,4,5,3
308,"Había una vez un leproso que le estaba echando sal a la sopa, y se le fue la mano #chistes",Dataset_existente,0,1,1,1,0,3,4
309,"-Hija y ese carro? -Me lo saque en una rifa. -Y la casa? -En otra rifa. -Hija, que haces en el baño? -Afeitandome la tómbola. #fb",Dataset_existente,0,1,1,1,0,1,3
310,"-Dr, sueño que juego fútbol con ratones -Tómese esta pastilla antes de dormir -¿Puede ser mañana? ¡Es que hoy es la final!",Dataset_existente,1,1,1,1,3,4,2
311,"-he conseguido que mi novio me hable de matrimonio, después de haber salido años.
- que te ha dicho?
- Que tiene esposa y tres niños.",Dataset_existente,1,1,0,1,5,5,0
312,"Todo eran risas hasta que nos dimos cuenta que el tartamudo quería jamón.
#Chistes #Humor #Anecdotas #Exageracion...",Dataset_existente,0,1,1,1,0,3,1
313,¿Cuál es la montaña mas limpia? El volcán. Porque echa ceniza y después LAVA.,Dataset_existente,1,1,1,1,2,1,3
314,"-Vos sos una mina buena y sincera . 
 -Gracias , como te diste cuenta ?
  -Por los bigotes.",Dataset_existente,1,1,1,1,2,3,1
315,"Si juntara un peso por cada vez que me gritan guapo en la calle, tendría 50 centavos que me encontré ayer tirados.",Dataset_existente,1,1,1,1,2,1,2
316,"-Hija cómete el arroz, sabes qué le pasa a las niñas que no comen su comida -Sí mamá ya sé, se convierten en súper modelos. #fb",Dataset_existente,1,1,1,1,2,1,3
317,"Oye niña, ¿no te da miedo jugar en el cementerio? Cuando estaba viva sí.",Dataset_existente,1,1,1,1,1,5,1
318,"Doctor, ¿cuanto me queda de vida? - Diez... - Diez qué? - Diez, nueve, ocho, siete... #humortico",Dataset_existente,1,0,1,1,3,0,2
319,"—¿Cuanto cuesta la laptop? — 15000€ —¡Mierda que cara! —Esta en descuentro. —No, si la laptop me la llevo pero pongase una bolsa en la cara.",Dataset_existente,1,0,1,1,4,0,3
320,"—Viviré el resto de mis días a tu lado. 
—Aww, qué hermoso, ¿en serio? 
—Sí, me casaré con tu vecina.",Dataset_existente,1,0,1,1,4,0,3
321,"Hoy me encontré a los de Daft Punk en moto, me pidieron mi cartera y de la emoción se las dí.",Dataset_existente,1,1,0,1,2,3,0
